,plankton0 x-position,plankton0 y-position,plankton1 x-position,plankton1 y-position,plankton2 x-position,plankton2 y-position,plankton3 x-position,plankton3 y-position,plankton5 x-position,plankton5 y-position,plankton6 x-position,plankton6 y-position,plankton7 x-position,plankton7 y-position,plankton8 x-position,plankton8 y-position,plankton9 x-position,plankton9 y-position,plankton11 x-position,plankton11 y-position,plankton14 x-position,plankton14 y-position,plankton15 x-position,plankton15 y-position,plankton18 x-position,plankton18 y-position,plankton19 x-position,plankton19 y-position,plankton21 x-position,plankton21 y-position,plankton26 x-position,plankton26 y-position,plankton27 x-position,plankton27 y-position,plankton28 x-position,plankton28 y-position,plankton29 x-position,plankton29 y-position,plankton30 x-position,plankton30 y-position,plankton32 x-position,plankton32 y-position,plankton33 x-position,plankton33 y-position
0,49.333333333333336,407.51851851851853,124.84285714285714,130.92857142857142,146.87179487179486,448.12820512820514,214.16363636363636,513.4181818181818,242.0,205.58461538461538,290.56637168141594,428.07964601769913,297.75,364.0,349.34939759036143,424.8313253012048,385.35483870967744,378.35483870967744,470.85185185185185,576.5,,,,,,,,,,,,,,,,,,,,,,,,
1,57.093023255813954,410.1860465116279,134.0142857142857,139.84285714285716,146.95,455.175,217.27777777777777,514.4814814814815,244.15942028985506,211.55072463768116,292.8407079646018,434.1504424778761,294.62,364.9,349.4567901234568,432.34567901234567,398.30526315789473,386.9157894736842,478.96610169491527,580.8135593220339,,,,,,,,,,,,,,,,,,,,,,,,
2,67.0,414.5,146.5,156.0,146.05405405405406,466.43243243243245,240.44444444444446,514.0666666666667,247.7826086956522,222.7246376811594,296.1909090909091,443.7818181818182,288.6521739130435,363.5652173913044,351.0263157894737,451.4736842105263,424.90425531914894,402.0,494.64772727272725,590.0113636363636,,,,,,,,,,,,,,,,,,,,,,,,
3,73.21052631578948,419.63157894736844,149.47457627118644,163.9322033898305,144.86486486486487,469.2432432432432,254.8695652173913,514.6304347826087,249.5921052631579,228.67105263157896,296.8828828828829,446.8288288288288,285.9555555555556,361.8,351.5769230769231,461.78205128205127,438.37113402061857,409.9896907216495,499.26433982683983,591.8806818181818,,,,,,,,,,,,,,,,,,,,,,,,
4,78.5,425.0,150.9322033898305,171.52542372881356,143.11627906976744,469.8837209302326,268.52941176470586,515.4313725490196,251.67857142857142,234.77380952380952,296.9217391304348,449.60869565217394,283.3137254901961,359.2156862745098,353.11842105263156,472.6578947368421,451.0816326530612,418.3673469387755,503.8809523809524,593.75,,,,,,,,,,,,,,,,,,,,,,,,
5,90.5,446.5,150.48888888888888,193.17777777777778,140.97297297297297,462.7567567567568,,,258.75949367088606,254.68354430379748,300.9148936170213,460.25531914893617,275.6,349.1777777777778,352.05333333333334,500.6533333333333,,,,,211.7403846153846,37.24038461538461,306.45454545454544,525.3454545454546,,,,,,,,,,,,,,,,,,,,
6,94.66666666666667,453.3333333333333,148.82978723404256,198.9787234042553,142.80851063829786,458.36170212765956,,,261.8777777777778,261.93333333333334,303.9148936170213,461.8936170212766,272.92,346.02,352.34939759036143,507.8313253012048,,,,,211.13084112149534,50.00934579439252,318.52542372881356,529.9322033898305,118.15384615384616,5.769230769230769,,,,,,,,,,,,,,,,,,
7,,,143.8372093023256,207.32558139534885,146.78846153846155,455.7692307692308,,,271.1829268292683,277.9512195121951,309.0344827586207,462.4597701149425,266.3695652173913,344.89130434782606,350.2048192771084,517.9277108433735,,,,,211.15555555555557,71.1,338.44642857142856,542.3571428571429,124.81481481481481,26.40740740740741,,,,,,,,,,,,,,,,,,
8,,,141.9787234042553,213.17021276595744,147.52631578947367,456.9298245614035,,,278.1046511627907,286.01162790697674,311.2409638554217,461.95180722891564,262.8695652173913,344.9130434782609,348.2098765432099,520.8024691358024,,,,,212.2716049382716,76.62962962962963,,,128.71698113207546,36.20754716981132,,,,,,,,,,,,,,,,,,
9,,,141.48076923076923,220.40384615384616,146.7962962962963,458.7962962962963,,,285.96385542168673,293.5301204819277,312.6951219512195,461.2317073170732,259.09302325581393,345.0,346.92105263157896,520.5921052631579,,,,,213.35064935064935,77.79220779220779,,,132.38,43.82,,,,,,,,,,,,,,,,,,
10,,,142.67857142857142,229.0,145.0,461.37931034482756,,,293.75,300.6521739130435,313.16883116883116,461.3766233766234,255.19565217391303,346.3478260869565,345.6455696202532,518.5696202531645,,,,,214.78378378378378,75.29729729729729,,,136.74,46.84,341.3829787234043,6.468085106382978,,,,,,,,,,,,,,,,
11,,,145.07843137254903,238.98039215686273,142.56140350877192,463.3333333333333,,,301.4347826086956,307.5326086956522,312.69565217391306,464.1159420289855,251.02325581395348,348.4186046511628,345.88157894736844,513.7105263157895,,,,,216.8095238095238,69.95238095238095,,,141.91489361702128,48.91489361702128,338.5,13.404761904761905,,,,,,,,,,,,,,,,
12,,,149.135593220339,249.28813559322035,139.87719298245614,466.0877192982456,,,309.1340206185567,314.54639175257734,313.12345679012344,469.3333333333333,246.80434782608697,350.8695652173913,346.80263157894734,505.8157894736842,,,,,218.52542372881356,61.66101694915254,,,147.1346153846154,50.69230769230769,332.3333333333333,20.944444444444443,390.9076923076923,579.0307692307692,,,,,,,,,,,,,,
13,,,153.93939393939394,259.969696969697,136.98333333333332,468.5833333333333,,,315.6060606060606,318.17171717171715,315.3958333333333,477.5104166666667,242.875,352.4375,344.5679012345679,500.38271604938274,,,,,219.6,51.266666666666666,,,151.75,52.44642857142857,325.2040816326531,26.571428571428573,402.0625,585.03125,,,,,,,,,,,,,,
14,,,159.19672131147541,269.7704918032787,134.1904761904762,469.7142857142857,,,319.91752577319585,319.62886597938143,317.4791666666667,485.5208333333333,240.44897959183675,352.14285714285717,341.8658536585366,495.2926829268293,,,,,220.28571428571428,40.46031746031746,,,156.61111111111111,52.611111111111114,317.48,32.37,412.0,591.4262295081967,,,,,,,,,,,,,,
15,,,164.16981132075472,278.37735849056605,132.4,468.75,,,324.2061855670103,321.82474226804123,319.4947368421053,492.5578947368421,237.57142857142858,352.53061224489795,339.7763157894737,489.69736842105266,,,,,220.1290322580645,30.129032258064516,,,162.62264150943398,54.83018867924528,309.8659793814433,36.94845360824742,419.5,599.0,,,,,,,,,,,,,,
16,,,167.6530612244898,285.3469387755102,130.96610169491527,466.08474576271186,,,329.5851063829787,324.1808510638298,321.28,499.41,235.25,352.0,336.8375,485.425,,,,,218.10526315789474,23.17105263157895,,,172.71153846153845,60.51923076923077,302.02912621359224,41.883495145631066,424.2258064516129,603.1774193548387,,,,,,,,,,,,,,
17,,,169.675,291.025,130.6851851851852,461.6666666666667,,,335.45054945054943,325.7692307692308,323.9191919191919,506.06060606060606,233.5,349.8695652173913,333.75949367088606,483.0759493670886,,,,,215.64556962025316,19.49367088607595,,,183.85416666666666,69.29166666666667,294.0736842105263,46.410526315789475,428.0,604.5,,,,,,,,,,,,,,
18,,,171.3,295.05,131.9,455.62,,,341.1195652173913,324.9347826086956,326.95,513.0,233.1590909090909,345.72727272727275,331.4878048780488,482.6829268292683,,,,,214.42168674698794,18.42168674698795,,,194.38888888888889,79.38888888888889,286.0,49.473118279569896,431.86206896551727,602.5,,,,,,,,,,,,,,
19,,,,,132.64285714285714,444.55357142857144,,,353.0,320.14285714285717,331.4579439252336,526.2056074766355,238.0,333.6666666666667,325.0246913580247,487.28395061728395,,,,,210.45544554455446,28.93069306930693,,,214.38888888888889,101.38888888888889,269.0674157303371,54.764044943820224,437.7741935483871,594.9677419354839,,,,,,,,,,,,,,
20,,,,,130.0677966101695,438.47457627118644,,,359.5402298850575,316.17241379310343,334.0,539.3781512605042,255.0909090909091,342.47727272727275,314.0833333333333,489.73809523809524,,,,,205.6818181818182,52.08181818181818,,,235.0701754385965,124.52631578947368,253.63440860215053,48.74193548387097,446.3728813559322,587.0,,,,,,,,,,,,,,
21,,,,,119.14035087719299,440.5263157894737,,,366.0357142857143,306.92857142857144,337.8173076923077,558.9711538461538,270.325,360.025,301.09859154929575,498.90140845070425,,,,,203.37362637362637,94.04395604395604,,,267.1764705882353,158.3921568627451,234.8494623655914,41.60215053763441,,,,,,,,,,,,,,,,
22,,,,,111.27118644067797,445.271186440678,,,372.58620689655174,298.8965517241379,352.5508474576271,574.0508474576271,274.3142857142857,355.3142857142857,302.55696202531647,518.1518987341772,,,,,200.5,112.5,,,290.06779661016947,179.88135593220338,,,,,223.88888888888889,59.55555555555556,,,,,,,,,,,,
23,,,,,106.4,446.4166666666667,,,379.8235294117647,290.62745098039215,376.2032520325203,586.9837398373984,280.9117647058824,343.02941176470586,306.92105263157896,532.4078947368421,,,,,194.8961038961039,115.96103896103897,,,314.9122807017544,200.08771929824562,,,,,222.17582417582418,80.5934065934066,27.70212765957447,291.531914893617,190.25,322.25,195.09756097560975,473.2682926829268,,,,,,
24,,,,,104.05172413793103,444.7413793103448,,,383.8863636363636,285.45454545454544,388.5882352941176,592.9747899159664,282.5925925925926,336.74074074074076,306.578125,536.46875,,,,,191.49180327868854,113.11475409836065,,,327.3207547169811,210.41509433962264,,,,,224.79166666666666,88.65277777777777,33.19298245614035,299.4561403508772,196.5,322.0,200.75510204081633,475.9183673469388,,,,,,
25,,,,,101.53448275862068,441.0344827586207,,,388.93617021276594,280.78723404255317,401.9674796747967,597.3577235772358,283.90909090909093,330.90909090909093,306.5,539.0,,,,,187.2325581395349,107.11627906976744,,,339.0,221.5,,,,,228.2037037037037,94.62962962962963,39.21917808219178,307.0821917808219,201.30769230769232,319.11538461538464,207.86206896551724,477.5,,,,,,
26,,,,,97.5,431.91379310344826,,,402.06666666666666,271.9555555555556,429.58196721311475,601.1065573770492,285.5,321.5,298.05263157894734,543.859649122807,,,,,177.11764705882354,91.20588235294117,,,362.35714285714283,243.23214285714286,,,,,,,55.39772727272727,322.20454545454544,207.85416666666666,309.9166666666667,223.54545454545453,474.56060606060606,,,,,,
27,,,,,92.30188679245283,425.24528301886795,,,418.25,265.25,457.23214285714283,601.0178571428571,,,294.5079365079365,551.5714285714286,,,,,168.57627118644066,77.55932203389831,,,383.5,265.5,,,,,,,73.25,337.4761904761905,220.5,299.5,241.71666666666667,465.8833333333333,,,,,,
28,,,,,88.35416666666667,424.875,,,426.5,262.5,470.8363636363636,601.1818181818181,,,289.1525423728813,552.3559322033898,,,,,166.14754098360655,73.8360655737705,,,393.28205128205127,277.05128205128204,,,,,,,76.9746835443038,343.44303797468353,229.24,297.24,249.859649122807,459.7368421052632,,,,,,
29,,,,,84.48,426.26,,,434.5,259.0,484.7037037037037,601.2222222222222,,,284.16923076923075,549.5692307692308,,,,,164.0958904109589,73.54794520547945,,,403.10869565217394,288.6304347826087,,,,,,,76.9659090909091,345.7386363636364,238.43396226415095,296.45283018867923,256.57377049180326,452.1803278688525,421.6,461.2,,,,
30,,,,,77.64150943396227,434.8679245283019,,,452.46153846153845,253.84615384615384,,,,,281.12307692307695,534.0153846153846,,,,,161.76666666666668,87.12222222222222,,,425.70212765957444,309.40425531914894,,,,,,,72.63736263736264,348.8131868131868,255.66666666666666,301.8484848484849,262.5964912280702,436.63157894736844,443.741935483871,459.38709677419354,,,,
31,,,,,73.36842105263158,440.2280701754386,,,457.4641025641025,254.48974358974357,,,,,281.3174603174603,524.984126984127,,,,,161.8659793814433,98.65979381443299,,,437.56410256410254,319.3333333333333,,,,,,,76.48837209302326,351.1279069767442,262.1515151515151,306.93939393939394,262.8333333333333,428.9166666666667,456.1388888888889,462.3888888888889,395.0,620.0,,
32,,,,,68.61538461538461,440.75,,,462.46666666666664,255.13333333333333,,,,,281.5245901639344,516.2950819672132,,,,,161.64835164835165,113.01098901098901,,,448.15625,328.625,,,,,,,80.29069767441861,353.6279069767442,266.93939393939394,312.8484848484849,260.60714285714283,422.44642857142856,,,395.0,618.5,,
33,,,,,58.359375,440.78125,,,470.15625,257.625,,,,,280.07894736842104,502.4078947368421,,,,,160.9532710280374,142.90654205607476,,,466.375,347.84375,,,,,,,87.70491803278688,356.7704918032787,270.93243243243245,324.77027027027026,252.11764705882354,412.11764705882354,,,390.07894736842104,620.3684210526316,143.25,196.41666666666666
34,,,,,54.03225806451613,440.06451612903226,,,473.8,259.6666666666667,,,,,275.4875,498.425,,,,,158.89719626168224,155.88785046728972,,,474.05,359.9,,,,,,,93.36666666666666,352.5,270.9428571428571,329.72857142857146,246.0,411.5,,,387.2,623.075,148.4,208.56
35,,,,,50.719298245614034,439.42105263157896,,,476.0,264.0,,,,,269.4375,499.2375,,,,,156.61855670103094,166.95876288659792,,,,,,,,,,,99.33333333333333,344.8425925925926,269.8382352941176,333.75,240.82258064516128,416.96774193548384,,,383.2439024390244,627.0,154.63333333333333,220.36666666666667
36,,,,,49.885245901639344,434.0655737704918,,,478.23809523809524,277.9047619047619,,,,,254.59756097560975,505.3780487804878,,,,,151.4418604651163,180.2325581395349,,,,,,,,,,,103.64485981308411,326.4672897196262,264.8421052631579,339.63157894736844,232.3134328358209,434.5820895522388,,,377.5,637.8888888888889,168.66666666666666,242.55555555555554
37,,,,,48.56140350877193,429.8421052631579,,,,,,,,,248.8860759493671,509.65822784810126,,,,,146.7530864197531,180.91358024691357,,,,,,,,,,,103.63265306122449,316.7857142857143,261.74,340.84,231.47692307692307,445.6461538461538,,,,,176.11627906976744,253.88372093023256
38,,,,,46.30909090909091,425.3818181818182,,,,,,,,,244.92105263157896,516.5921052631579,,,,,142.6086956521739,178.81159420289856,,,,,,,,,,,103.29702970297029,306.58415841584156,259.325,340.975,235.8939393939394,457.530303030303,,,,,183.0,266.0
39,,,,,42.51851851851852,421.6296296296296,,,,,,,,,241.4,525.675,,,,,138.47457627118644,173.83050847457628,,,,,,,,,,,103.39805825242719,296.97087378640776,258.17857142857144,339.60714285714283,243.88235294117646,466.04411764705884,,,,,188.43478260869566,277.8478260869565
